-490.862,-1931.148,1299.202,-766.141,-962.819,945.805,1592.157,-92.285,-286.461,-81.196,442.127,-445.948,1982.971,1561.357,-1046.221,-632.806,-324.296,-2174.385,-3932.016,-650.791,-270.072,51.936,-1981.228,-227.043,143.783,-1197.270,29.879,-2888.376,1746.792,2766.983,822.361,-1178.916,-2837.995,-3211.965,652.422,-59.197,2572.319,100.225,2124.208,-4541.004,1408.074,1887.729,2536.536,1316.538,3198.147,-387.237,2494.025,59.279,2302.694,-2192.537,-843.196,3606.832,604.881,804.035,665.402,850.306,2026.763,-1886.916,-588.915,-100.717,-1968.656,-1318.656,-89.380,-481.200,851.370,26.744,1283.285,3645.777,1771.521,2750.341,-374.081,4503.001,-1616.432,2588.431,1182.043,-128.070,-164.298,-112.240,-3046.091,-31.159,1539.516,1478.295,-4704.851,-2392.057,-109.040,283.437,-1265.294,-127.606,278.579,-3787.070,1270.425,-161.351,-3811.232,-4.784,3239.101,-1531.701,825.044,-279.133,-159.665
536.314,-3264.048,2269.869,25.914,-724.462,-1136.878,3717.359,316.022,-2730.966,242.713,-1312.586,-1719.684,-666.186,-821.739,-930.262,-2378.465,-883.542,1705.515,14.902,1133.235,630.755,-472.177,2205.165,-3110.208,174.520,-105.047,-23.771,-4150.257,2484.640,3670.826,274.608,-1536.157,-1291.578,-3902.101,-2957.117,1035.933,3299.666,-398.583,-1522.828,3729.783,-269.397,-560.982,567.148,-3339.365,-211.578,-2702.377,972.472,-133.868,-983.797,-4.662,-1716.742,2037.682,-1873.736,-1117.002,-173.261,-1913.498,1971.925,2157.787,2277.912,2895.796,-13.355,-261.710,-2764.688,791.408,-142.169,-55.272,3193.860,-4304.430,-1197.501,1934.582,-314.784,109.500,-1156.587,1255.818,1624.082,1971.868,-2874.196,-471.046,1479.910,3444.353,-933.084,1877.604,-471.834,509.298,363.490,719.312,-2020.389,479.502,215.758,-824.515,-2737.271,-2153.349,1102.544,-1122.071,2534.028,627.869,3340.832,-1554.012,170.429
2763.978,-172.105,-266.766,-887.492,-1800.352,-3866.718,4231.185,595.773,2662.536,2907.056,1202.729,-374.100,-831.384,-1743.093,3842.461,1914.349,4919.084,629.210,371.521,1612.539,-2855.394,-2016.282,-3370.795,-864.596,3643.845,-1988.247,531.546,2167.582,-440.787,2620.875,81.168,-46.504,-825.783,-1144.785,-1749.965,1299.934,-3641.898,2136.869,1820.871,-2350.849,785.540,-2591.218,19.153,2312.943,402.739,146.754,997.574,2766.849,-914.822,-1933.078,2900.309,4039.832,3067.513,-1813.656,3320.742,-754.573,-147.448,1913.920,-1109.113,795.569,687.356,576.794,-1374.428,-3038.324,-1149.588,35.128,-233.592,-1372.289,-292.928,-1672.559,1046.219,-1575.370,-1664.704,-587.635,-1357.398,3476.868,-1020.373,-153.075,-2923.119,-1825.204,422.480,-1416.902,23.644,4071.847,-1512.113,673.072,567.054,362.883,-1197.585,-1752.424,-1587.469,-143.303,-1021.118,407.389,-1199.747,1348.768,-406.384,-404.294,-930.414
1551.164,287.413,99.967,-924.738,-1898.439,180.331,921.481,832.102,-873.408,359.904,1097.586,3237.337,-114.064,-3172.906,50.172,1022.510,278.954,-2096.715,-279.784,793.742,-2016.237,-3590.781,-3195.170,1214.966,2680.947,-2209.728,-953.153,403.128,1713.927,1186.094,-1990.834,3785.914,-380.673,-1348.526,3363.260,1056.804,27.880,940.739,45.782,-185.795,228.862,138.421,-687.166,964.323,2589.304,257.966,920.030,-4153.102,-2572.577,217.683,-1716.912,949.980,-171.049,735.784,-131.498,108.259,-19.815,1118.266,717.066,-2291.396,-2378.845,1025.540,-2437.874,-12.375,-1413.123,-1197.719,-273.618,663.331,-146.912,59.717,-3296.890,-2810.892,457.954,60.238,619.741,891.484,-372.962,1210.157,-890.381,111.607,-189.977,-271.148,1427.474,2862.326,-562.860,-102.511,-1318.795,-856.050,552.143,-3011.786,-2417.245,-10.515,-1358.437,1128.908,-1731.408,203.171,1284.707,847.421,-3108.494
1235.919,-1890.835,1972.438,-297.309,-528.704,-553.824,-444.600,-1026.942,1307.893,-523.890,3144.152,539.193,-1414.610,2365.527,182.357,2356.953,-155.186,838.705,1728.747,-1855.489,-149.102,384.701,-1595.966,-4277.628,-1815.811,506.931,645.833,179.581,-1985.764,-250.381,990.710,-124.121,-1275.282,-2293.737,-185.349,-798.298,-2204.861,-3429.133,-748.480,-92.210,-56.474,813.949,2119.074,1717.491,68.262,-1455.087,26.714,732.674,-3613.394,119.323,-549.433,-1485.904,244.446,3139.554,2323.085,1523.978,-1513.076,988.676,-1436.733,2206.753,-2031.681,211.167,-147.408,-2516.000,-77.156,-3564.121,1828.285,-230.726,-49.360,-60.354,-2057.991,212.442,2163.954,2232.103,1396.624,5.615,553.901,-570.639,123.652,-18.664,-13.911,-1386.507,-730.853,2727.864,-1518.879,648.328,-1940.601,-26.415,-366.363,-758.643,40.734,-889.113,-260.492,-404.520,-1053.960,-127.025,-393.023,-1636.104,3303.663
-103.584,1289.024,330.710,1640.443,-1116.952,-1346.864,-361.255,2003.766,1465.431,420.708,-1874.160,-2325.523,-864.722,1644.515,-2556.671,-4232.114,-633.819,-12.339,1157.697,-1749.597,-122.323,-4042.234,-142.283,-345.866,-2337.582,1294.322,304.140,290.228,1573.502,3887.781,-1612.055,75.073,-189.305,-473.253,-2309.160,-1996.382,-3184.759,555.140,-780.678,-1343.431,-2677.851,-618.950,357.622,911.174,1269.462,-1368.058,-35.034,-3913.076,1287.122,3602.093,386.079,-3158.296,1348.202,-1483.070,-2280.940,-355.420,760.180,-655.547,1261.004,105.211,-3827.846,-1494.466,285.497,-111.429,1576.200,-337.649,24.183,-11.004,-2002.316,-746.632,-607.738,682.830,-11.313,899.155,973.066,-511.331,1046.514,-375.584,-2366.305,-761.671,412.351,3294.031,-343.320,283.257,-317.635,-2821.519,-89.242,1964.522,591.308,209.251,-1124.738,-538.526,1.833,-2566.970,187.518,224.317,-1633.884,-114.607,-938.405
937.336,2167.003,-468.584,-315.454,3043.044,3354.714,-258.878,2494.654,1976.914,-51.075,1083.656,-736.924,-220.651,2872.297,1217.829,2072.453,506.503,1967.916,557.663,-2897.609,-2632.453,-600.600,-2105.913,3046.970,122.224,-516.440,-1020.467,103.646,-856.022,3696.740,-3688.955,-448.178,-201.913,75.098,1887.891,-1064.403,482.888,-3630.071,-1.961,1006.855,266.011,3067.670,-779.658,-932.010,-2753.800,-2145.054,-240.760,961.932,-202.465,-2673.643,-270.198,61.732,349.874,-550.588,847.208,-387.792,-289.690,310.228,2062.273,2163.011,-610.742,-4030.873,-81.191,2115.506,-584.573,-727.734,-1386.431,-651.328,1248.541,1517.460,2079.261,-676.279,-1337.203,-1055.143,-1269.936,160.756,-345.349,-1228.779,3886.748,13.767,3392.949,2610.161,602.506,-3281.819,-370.727,1194.400,232.553,-657.091,-229.385,-3234.079,-1629.599,464.867,2649.282,309.988,-1879.109,-92.978,78.520,-1249.157,-152.463
-182.650,-142.028,-126.198,-370.546,680.738,-170.962,-940.512,3369.039,317.894,1787.587,2301.749,-1617.183,-2776.291,-854.206,-124.645,-2805.285,244.868,-1574.536,-2155.412,-1154.079,1096.936,-2656.826,661.250,-367.380,-9.444,-308.569,784.154,-2578.634,498.717,-1732.835,-118.550,-1354.333,1883.651,-1777.408,-441.702,-925.454,31.323,-377.947,2898.691,-3167.125,3024.949,1102.508,0.839,-2543.718,-191.049,3612.800,2692.403,1560.007,-387.114,-670.798,-1072.464,-1019.895,-2295.957,1832.977,1981.567,-580.438,-3153.949,27.253,-2531.685,-1264.127,-921.955,-478.591,-390.388,262.890,1629.303,1263.828,-374.466,1740.689,1253.246,-2271.037,2917.683,910.895,822.207,-1736.603,900.113,-727.135,-1824.392,-808.845,-20.673,-58.418,126.572,-153.497,-1386.158,256.389,-2519.020,-564.984,1752.982,-846.460,791.757,-920.318,283.103,787.675,-1272.226,3163.146,56.930,-948.093,3304.591,762.845,-2355.693
-585.021,2551.980,-89.347,-3173.917,-3307.282,336.895,-2725.102,327.997,-375.868,176.944,972.934,-1032.992,-2746.666,430.417,646.077,-1265.480,-3261.305,833.945,43.299,-198.354,-3805.583,758.064,-334.905,275.698,-629.185,-3242.167,-1136.004,-3513.948,-112.143,-2129.728,-548.341,-2738.479,2027.388,1005.072,625.920,1362.375,240.400,-1112.597,-1961.132,518.925,547.791,885.936,67.785,-1160.095,1710.291,-694.197,1196.242,-750.159,202.278,511.368,-1510.484,3904.562,-1794.771,1058.410,213.206,-52.274,1313.026,590.907,-2448.308,304.427,-385.291,-509.414,-2649.148,3166.725,2425.573,-464.895,-3481.393,-116.291,-407.218,-1306.372,-1944.232,547.276,235.081,-470.745,-263.090,-1920.014,-955.720,616.689,1249.040,388.666,-798.859,329.867,-1312.190,-3854.673,538.423,1662.135,1007.997,961.012,67.019,2136.442,-1277.324,-3053.317,1957.492,-253.641,-1446.174,1201.025,3617.810,-48.664,2858.688
-51.530,71.975,76.178,-494.830,-716.063,461.035,427.155,-3441.468,-804.666,-479.046,-2454.710,1539.972,-2691.095,2192.514,-254.689,-4655.908,341.490,689.448,-1259.291,-3053.835,2805.788,211.183,1718.112,450.374,-4.837,253.946,491.244,1699.716,-332.585,-265.445,-175.667,631.922,165.929,-225.315,3722.143,-147.211,3006.640,-1113.613,4398.300,-715.557,-1194.388,3689.411,-1349.889,684.914,2059.585,-406.344,326.538,-2745.129,-869.279,-2192.419,-1805.530,200.536,-607.997,-2975.768,-514.237,-4689.872,1456.571,-4504.238,2269.238,-1576.022,-378.240,1973.554,-1619.607,-150.180,-425.879,-3126.988,249.185,-1120.554,269.094,640.791,4189.493,3221.874,-314.053,-1552.320,-1325.628,-3450.511,-532.523,864.372,-3041.330,4269.378,-525.820,-82.408,-1450.915,-472.916,884.731,-759.185,-1298.337,155.601,-409.152,-1597.672,692.336,-1590.763,110.618,-210.748,1845.576,-126.112,-4472.799,-893.818,-1448.805
